AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
27.4,55.0,1016.4,False,34.6,67,3.0
27.4,54.0,1016.4,False,34.4,290,2.4
27.5,54.0,1016.3,False,34.4,286,1.4
27.5,54.0,1016.5,False,34.2,350,2.6
27.5,55.0,1016.4,False,34.0,327,3.2
27.5,54.0,1016.4,False,34.2,299,2.2
27.4,55.0,1016.3,False,34.4,166,1.6
27.4,54.0,1016.5,False,34.5,340,0.7
27.4,54.0,1016.5,False,34.5,320,1.1
27.5,54.0,1016.5,False,34.3,308,2.0
27.5,53.0,1016.3,False,34.1,302,1.4
27.4,54.0,1016.4,False,34.1,340,1.7
27.4,54.0,1016.3,False,34.3,318,2.2
27.4,54.0,1016.4,False,34.0,306,2.1
27.4,54.0,1016.4,False,33.8,296,2.5
27.4,54.0,1016.4,False,34.0,103,2.0
27.4,55.0,1016.4,False,34.0,90,1.3
27.4,54.0,1016.4,False,33.8,102,1.4
27.5,55.0,1016.4,False,33.8,304,0.9
27.4,54.0,1016.3,False,33.5,224,1.2
27.4,54.0,1016.4,False,33.1,345,1.2
27.4,54.0,1016.4,False,32.9,89,2.0
27.4,54.0,1016.4,False,32.8,333,0.9
27.4,55.0,1016.4,False,32.8,199,1.5
27.4,55.0,1016.2,False,32.7,348,0.3
27.4,55.0,1016.4,False,32.4,67,1.9
27.3,55.0,1016.4,False,32.0,342,1.0
27.3,55.0,1016.5,False,32.4,86,1.7
27.3,56.0,1016.5,False,32.4,295,2.5
27.3,56.0,1016.5,False,32.4,296,1.5
27.2,56.0,1016.5,False,32.3,170,0.8
27.2,56.0,1016.5,False,32.4,333,0.9
27.3,55.0,1016.5,False,32.4,347,1.1
27.3,55.0,1016.5,False,31.9,125,1.0
27.2,54.0,1016.5,False,31.8,0,1.1
27.2,55.0,1016.5,False,31.8,348,1.3
27.1,56.0,1016.5,False,31.8,299,2.5
27.1,56.0,1016.5,False,31.8,25,1.4
27.1,55.0,1016.5,False,32.0,85,0.8
27.1,55.0,1016.5,False,32.0,101,0.9
27.1,56.0,1016.5,False,32.0,0,1.1
27.1,56.0,1016.5,False,31.8,97,0.8
27.1,55.0,1016.5,False,31.7,101,1.1
27.2,55.0,1016.5,False,31.6,161,0.5
27.2,55.0,1016.5,False,31.4,107,0.6
27.2,56.0,1016.5,False,31.4,62,0.9
27.2,55.0,1016.5,False,31.0,114,1.0
27.1,56.0,1016.4,False,31.0,351,2.3
27.1,56.0,1016.5,False,30.3,336,2.0
27.1,57.0,1016.4,False,30.8,352,1.8
27.1,57.0,1016.4,False,30.3,286,2.4
27.0,58.0,1016.5,False,31.3,326,1.8
27.0,57.0,1016.4,False,31.8,0,1.5
27.0,58.0,1016.4,False,31.8,336,1.1
26.9,58.0,1016.5,False,31.6,0,0.9
26.9,58.0,1016.5,False,31.3,68,1.4
26.9,59.0,1016.5,False,31.2,292,1.4
26.8,59.0,1016.5,False,31.3,10,1.7
26.8,60.0,1016.5,False,31.4,328,2.9
26.8,60.0,1016.5,False,31.4,310,2.3
26.8,60.0,1016.4,False,31.5,299,2.3
26.8,60.0,1016.5,False,31.5,306,1.2
26.8,60.0,1016.5,False,31.4,308,2.0
26.8,61.0,1016.5,False,31.2,337,2.5
26.8,61.0,1016.5,False,31.3,284,2.9
26.8,61.0,1016.5,False,31.4,310,2.6
26.7,61.0,1016.5,False,31.4,284,3.1
26.7,61.0,1016.6,False,31.5,304,2.2
26.7,61.0,1016.6,False,31.5,288,1.7
26.7,61.0,1016.5,False,31.3,310,2.6
26.7,61.0,1016.6,False,31.4,308,1.8
26.7,61.0,1016.5,False,31.4,278,1.8
26.7,61.0,1016.5,False,31.3,298,2.1
26.7,61.0,1016.5,False,31.3,275,2.2
26.7,62.0,1016.7,False,31.3,290,0.8
26.7,62.0,1016.6,False,31.0,356,1.4
26.7,62.0,1016.6,False,31.2,329,2.4
26.7,62.0,1016.6,False,31.2,291,1.9
26.6,62.0,1016.6,False,31.1,102,1.8
26.6,62.0,1016.5,False,31.1,0,1.2
26.6,62.0,1016.6,False,30.8,294,0.8
26.5,62.0,1016.6,False,30.9,11,2.4
26.5,62.0,1016.7,False,30.9,327,2.0
26.5,63.0,1016.6,False,30.6,295,2.5
26.5,62.0,1016.6,False,30.6,299,2.1
26.5,63.0,1016.7,False,30.7,307,1.8
26.5,63.0,1016.7,False,30.5,282,2.1
26.4,63.0,1016.7,False,30.5,332,1.2
26.4,63.0,1016.7,False,30.5,329,0.7
26.4,63.0,1016.8,False,30.3,273,2.0
26.4,63.0,1016.7,False,30.4,0,1.8
26.4,64.0,1016.7,False,30.6,316,2.6
26.4,64.0,1016.8,False,30.4,334,2.4
26.4,64.0,1016.8,False,30.2,320,2.0
26.4,64.0,1016.8,False,30.3,302,1.8
26.3,64.0,1016.8,False,30.2,7,1.6
26.3,64.0,1016.8,False,30.2,48,1.1
26.3,64.0,1016.9,False,30.2,291,1.2
26.3,64.0,1016.9,False,30.1,18,1.2
26.3,64.0,1016.9,False,30.3,317,2.4
26.3,64.0,1016.9,False,30.3,298,1.9
26.3,64.0,1016.9,False,29.9,290,1.9
26.3,64.0,1017.0,False,30.1,303,1.9
26.3,64.0,1016.9,False,30.1,310,1.7
26.3,64.0,1017.0,False,29.8,298,2.5
26.3,64.0,1016.9,False,29.9,286,2.1
26.2,64.0,1016.9,False,30.0,334,1.0
26.2,63.0,1017.0,False,30.0,307,2.4
26.2,64.0,1016.9,False,30.0,323,1.9
26.2,64.0,1017.0,False,30.1,291,2.4
26.2,64.0,1017.0,False,29.8,303,2.4
26.2,64.0,1017.1,False,29.8,326,1.8
26.2,64.0,1017.0,False,29.7,229,1.7
26.2,64.0,1017.1,False,29.7,303,0.8
26.2,64.0,1017.0,False,29.7,358,1.2
26.2,64.0,1017.0,False,29.8,302,1.6
26.2,64.0,1017.0,False,29.6,334,2.3
26.2,64.0,1017.0,False,29.6,325,1.2
26.1,64.0,1017.0,False,29.6,322,1.0
26.1,64.0,1017.0,False,29.5,78,1.1
26.1,64.0,1017.0,False,29.5,13,1.2
26.1,64.0,1017.0,False,29.5,286,1.6
26.1,64.0,1017.0,False,29.4,0,0.8
26.1,64.0,1017.0,False,29.6,337,1.1
26.1,64.0,1017.1,False,29.7,112,1.1
26.1,64.0,1017.1,False,29.7,0,0.8
26.1,64.0,1017.1,False,29.7,295,1.4
26.2,64.0,1017.1,False,29.5,290,1.2
26.1,64.0,1017.1,False,29.5,104,1.2
26.1,64.0,1017.1,False,29.5,101,0.8
26.1,65.0,1017.1,False,29.5,261,1.2
26.1,65.0,1017.1,False,29.4,85,0.9
26.1,65.0,1017.2,False,29.4,339,0.9
26.1,65.0,1017.1,False,29.3,140,1.2
26.1,65.0,1017.2,False,29.3,238,1.3
26.1,65.0,1017.2,False,29.3,134,1.0
26.1,65.0,1017.2,False,29.5,115,1.1
26.1,65.0,1017.2,False,29.4,125,1.3
26.1,65.0,1017.2,False,29.6,356,1.1
26.1,66.0,1017.2,False,29.4,287,1.3
