AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
23.3,64.7,1022.1,False,33.1,244,0.5
23.4,64.1,1022.0,False,34.0,0,0.0
23.0,64.1,1022.0,False,34.0,0,0.0
23.3,63.5,1022.1,False,34.4,0,0.0
23.5,63.7,1022.1,False,35.1,131,0.5
23.4,63.4,1022.1,False,35.4,0,0.0
23.4,63.4,1022.1,False,35.4,0,0.0
23.8,62.6,1022.0,False,34.3,340,1.4
22.9,62.6,1022.0,False,34.3,340,1.4
23.8,64.5,1022.0,False,36.6,153,0.7
23.8,64.5,1022.0,False,36.6,153,0.7
24.0,64.1,1022.0,False,37.5,53,0.5
24.0,64.1,1022.0,False,37.5,53,0.5
23.1,64.1,1022.0,False,37.5,53,0.5
23.3,62.5,1022.0,False,38.2,0,0.0
23.3,62.5,1022.0,False,38.2,0,0.0
23.5,61.5,1022.0,False,36.1,0,0.0
23.5,61.5,1022.0,False,36.1,0,0.0
23.8,59.1,1022.0,False,37.6,333,0.5
22.6,59.0,1021.9,False,36.2,144,0.5
22.6,59.0,1021.9,False,36.2,144,0.5
22.8,61.2,1021.9,False,36.9,210,1.2
23.0,61.2,1021.9,False,36.9,210,1.2
23.0,61.2,1021.9,False,36.9,210,1.2
24.3,59.3,1021.9,False,34.5,119,0.4
23.7,59.3,1021.9,False,34.5,119,0.4
24.0,61.0,1021.8,False,39.9,141,0.5
23.9,61.2,1021.8,False,39.4,150,0.3
23.9,61.3,1021.8,False,39.2,0,0.0
23.9,60.6,1021.8,False,40.6,61,0.4
23.9,61.0,1021.9,False,40.8,163,0.8
23.7,61.0,1021.8,False,38.3,152,0.6
23.6,61.6,1021.9,False,40.2,131,0.5
23.9,63.0,1021.8,False,41.0,150,0.5
23.9,63.0,1021.8,False,41.0,150,0.5
23.7,62.2,1021.9,False,36.5,162,0.6
23.6,61.0,1021.8,False,37.4,14,0.6
23.7,60.7,1021.8,False,37.7,8,1.0
23.8,59.2,1021.8,False,39.4,147,0.6
23.8,59.2,1021.8,False,39.4,147,0.6
23.6,61.1,1021.7,False,36.2,0,0.0
23.8,61.0,1021.8,False,30.9,105,0.3
23.7,59.2,1021.8,False,38.9,233,1.5
23.7,60.1,1021.8,False,37.4,1,0.5
23.6,63.0,1021.8,False,28.1,347,1.3
23.6,63.0,1021.8,False,28.1,347,1.3
23.7,62.0,1021.7,False,41.0,277,0.4
23.5,64.0,1021.7,False,40.6,177,0.6
23.6,64.0,1021.8,False,41.2,0,0.0
23.6,62.8,1021.9,False,41.3,357,0.9
23.7,61.5,1021.7,False,40.2,2,1.2
23.7,60.5,1021.8,False,41.0,21,0.8
23.6,60.5,1021.7,False,46.0,305,0.4
23.6,61.3,1021.7,False,42.0,290,0.6
23.6,62.6,1021.7,False,41.5,338,0.6
23.7,61.8,1021.6,False,43.1,296,0.9
23.7,61.8,1021.6,False,43.1,296,0.9
23.9,60.7,1021.7,False,42.3,201,3.5
24.0,61.6,1021.7,False,42.2,254,1.0
24.0,60.6,1021.7,False,42.7,240,1.5
24.1,60.4,1021.6,False,42.9,202,1.1
24.1,60.0,1021.7,False,43.1,199,3.0
24.1,59.6,1021.7,False,43.2,188,1.9
24.0,60.0,1021.6,False,43.2,227,1.1
24.1,59.1,1021.6,False,43.8,195,0.4
24.1,58.7,1021.6,False,43.8,213,1.2
