Driver,Team,LapNumber,LapTime,Compound,TyreLife,Position,PitInTime,PitOutTime
VER,Red Bull Racing,1.0,0 days 00:01:34.725000,MEDIUM,1.0,1.0,,
VER,Red Bull Racing,2.0,0 days 00:01:33.943000,MEDIUM,2.0,1.0,,
VER,Red Bull Racing,3.0,0 days 00:01:33.639000,MEDIUM,3.0,1.0,,
VER,Red Bull Racing,4.0,0 days 00:01:33.744000,MEDIUM,4.0,1.0,,
VER,Red Bull Racing,5.0,0 days 00:01:33.776000,MEDIUM,5.0,1.0,,
VER,Red Bull Racing,6.0,0 days 00:01:33.646000,MEDIUM,6.0,1.0,,
VER,Red Bull Racing,7.0,0 days 00:01:33.526000,MEDIUM,7.0,1.0,,
VER,Red Bull Racing,8.0,0 days 00:01:33.536000,MEDIUM,8.0,1.0,,
VER,Red Bull Racing,9.0,0 days 00:01:33.529000,MEDIUM,9.0,1.0,,
VER,Red Bull Racing,10.0,0 days 00:01:33.555000,MEDIUM,10.0,1.0,,
VER,Red Bull Racing,11.0,0 days 00:01:33.498000,MEDIUM,11.0,1.0,,
VER,Red Bull Racing,12.0,0 days 00:01:33.643000,MEDIUM,12.0,1.0,,
VER,Red Bull Racing,13.0,0 days 00:01:33.640000,MEDIUM,13.0,1.0,,
VER,Red Bull Racing,14.0,0 days 00:01:33.380000,MEDIUM,14.0,1.0,,
VER,Red Bull Racing,15.0,0 days 00:01:33.368000,MEDIUM,15.0,1.0,,
VER,Red Bull Racing,16.0,0 days 00:01:33.431000,MEDIUM,16.0,1.0,,
VER,Red Bull Racing,17.0,0 days 00:01:33.542000,MEDIUM,17.0,1.0,,
VER,Red Bull Racing,18.0,0 days 00:01:33.353000,MEDIUM,18.0,1.0,,
VER,Red Bull Racing,19.0,0 days 00:01:33.358000,MEDIUM,19.0,1.0,,
VER,Red Bull Racing,20.0,0 days 00:01:33.064000,MEDIUM,20.0,1.0,,
VER,Red Bull Racing,21.0,0 days 00:01:35.220000,MEDIUM,21.0,1.0,0 days 01:28:52.762000,
VER,Red Bull Racing,22.0,0 days 00:01:54.078000,HARD,1.0,5.0,,0 days 01:29:17.340000
VER,Red Bull Racing,23.0,0 days 00:01:32.682000,HARD,2.0,5.0,,
VER,Red Bull Racing,24.0,0 days 00:01:32.291000,HARD,3.0,4.0,,
VER,Red Bull Racing,25.0,0 days 00:01:32.506000,HARD,4.0,3.0,,
VER,Red Bull Racing,26.0,0 days 00:01:32.448000,HARD,5.0,3.0,,
VER,Red Bull Racing,27.0,0 days 00:01:32.346000,HARD,6.0,3.0,,
VER,Red Bull Racing,28.0,0 days 00:01:32.463000,HARD,7.0,3.0,,
VER,Red Bull Racing,29.0,0 days 00:01:32.148000,HARD,8.0,3.0,,
VER,Red Bull Racing,30.0,0 days 00:01:32.646000,HARD,9.0,2.0,,
VER,Red Bull Racing,31.0,0 days 00:01:31.734000,HARD,10.0,2.0,,
VER,Red Bull Racing,32.0,0 days 00:01:32.033000,HARD,11.0,1.0,,
VER,Red Bull Racing,33.0,0 days 00:01:31.814000,HARD,12.0,1.0,,
VER,Red Bull Racing,34.0,0 days 00:01:31.782000,HARD,13.0,1.0,,
VER,Red Bull Racing,35.0,0 days 00:01:32.010000,HARD,14.0,1.0,,
VER,Red Bull Racing,36.0,0 days 00:01:31.758000,HARD,15.0,1.0,,
VER,Red Bull Racing,37.0,0 days 00:01:31.739000,HARD,16.0,1.0,,
VER,Red Bull Racing,38.0,0 days 00:01:31.788000,HARD,17.0,1.0,,
VER,Red Bull Racing,39.0,0 days 00:01:31.779000,HARD,18.0,1.0,,
VER,Red Bull Racing,40.0,0 days 00:01:31.513000,HARD,19.0,1.0,,
VER,Red Bull Racing,41.0,0 days 00:01:31.580000,HARD,20.0,1.0,,
VER,Red Bull Racing,42.0,0 days 00:01:31.468000,HARD,21.0,1.0,,
VER,Red Bull Racing,43.0,0 days 00:01:31.441000,HARD,22.0,1.0,,
VER,Red Bull Racing,44.0,0 days 00:01:31.601000,HARD,23.0,1.0,,
VER,Red Bull Racing,45.0,0 days 00:01:31.604000,HARD,24.0,1.0,,
VER,Red Bull Racing,46.0,0 days 00:01:31.467000,HARD,25.0,1.0,,
VER,Red Bull Racing,47.0,0 days 00:01:31.377000,HARD,26.0,1.0,,
VER,Red Bull Racing,48.0,0 days 00:01:31.358000,HARD,27.0,1.0,,
VER,Red Bull Racing,49.0,0 days 00:01:31.275000,HARD,28.0,1.0,,
VER,Red Bull Racing,50.0,0 days 00:01:31.364000,HARD,29.0,1.0,,
VER,Red Bull Racing,51.0,0 days 00:01:31.185000,HARD,30.0,1.0,,
VER,Red Bull Racing,52.0,0 days 00:01:31.041000,HARD,31.0,1.0,,
VER,Red Bull Racing,53.0,0 days 00:01:31.548000,HARD,32.0,1.0,,
NOR,McLaren,1.0,0 days 00:01:35.761000,MEDIUM,1.0,2.0,,
NOR,McLaren,2.0,0 days 00:01:33.947000,MEDIUM,2.0,2.0,,
NOR,McLaren,3.0,0 days 00:01:33.789000,MEDIUM,3.0,2.0,,
NOR,McLaren,4.0,0 days 00:01:33.838000,MEDIUM,4.0,2.0,,
NOR,McLaren,5.0,0 days 00:01:33.947000,MEDIUM,5.0,2.0,,
NOR,McLaren,6.0,0 days 00:01:33.936000,MEDIUM,6.0,2.0,,
NOR,McLaren,7.0,0 days 00:01:33.820000,MEDIUM,7.0,2.0,,
NOR,McLaren,8.0,0 days 00:01:33.588000,MEDIUM,8.0,2.0,,
NOR,McLaren,9.0,0 days 00:01:33.512000,MEDIUM,9.0,2.0,,
NOR,McLaren,10.0,0 days 00:01:33.648000,MEDIUM,10.0,2.0,,
NOR,McLaren,11.0,0 days 00:01:33.574000,MEDIUM,11.0,2.0,,
NOR,McLaren,12.0,0 days 00:01:33.465000,MEDIUM,12.0,2.0,,
NOR,McLaren,13.0,0 days 00:01:33.466000,MEDIUM,13.0,2.0,,
NOR,McLaren,14.0,0 days 00:01:33.513000,MEDIUM,14.0,2.0,,
NOR,McLaren,15.0,0 days 00:01:33.510000,MEDIUM,15.0,2.0,,
NOR,McLaren,16.0,0 days 00:01:33.401000,MEDIUM,16.0,2.0,,
NOR,McLaren,17.0,0 days 00:01:33.328000,MEDIUM,17.0,2.0,,
NOR,McLaren,18.0,0 days 00:01:33.261000,MEDIUM,18.0,2.0,,
NOR,McLaren,19.0,0 days 00:01:32.988000,MEDIUM,19.0,2.0,,
NOR,McLaren,20.0,0 days 00:01:33.119000,MEDIUM,20.0,2.0,,
NOR,McLaren,21.0,0 days 00:01:35.034000,MEDIUM,21.0,2.0,0 days 01:28:54.184000,
NOR,McLaren,22.0,0 days 00:01:54.797000,HARD,1.0,6.0,,0 days 01:29:17.403000
NOR,McLaren,23.0,0 days 00:01:32.719000,HARD,2.0,6.0,,
NOR,McLaren,24.0,0 days 00:01:32.717000,HARD,3.0,5.0,,
NOR,McLaren,25.0,0 days 00:01:32.238000,HARD,4.0,5.0,,
NOR,McLaren,26.0,0 days 00:01:32.567000,HARD,5.0,4.0,,
NOR,McLaren,27.0,0 days 00:01:32.303000,HARD,6.0,4.0,,
NOR,McLaren,28.0,0 days 00:01:32.084000,HARD,7.0,4.0,,
NOR,McLaren,29.0,0 days 00:01:32.176000,HARD,8.0,4.0,,
NOR,McLaren,30.0,0 days 00:01:32.106000,HARD,9.0,3.0,,
NOR,McLaren,31.0,0 days 00:01:31.760000,HARD,10.0,3.0,,
NOR,McLaren,32.0,0 days 00:01:31.911000,HARD,11.0,2.0,,
NOR,McLaren,33.0,0 days 00:01:31.906000,HARD,12.0,2.0,,
NOR,McLaren,34.0,0 days 00:01:31.901000,HARD,13.0,2.0,,
NOR,McLaren,35.0,0 days 00:01:31.976000,HARD,14.0,2.0,,
NOR,McLaren,36.0,0 days 00:01:31.627000,HARD,15.0,2.0,,
NOR,McLaren,37.0,0 days 00:01:31.736000,HARD,16.0,2.0,,
NOR,McLaren,38.0,0 days 00:01:31.658000,HARD,17.0,2.0,,
NOR,McLaren,39.0,0 days 00:01:31.963000,HARD,18.0,2.0,,
NOR,McLaren,40.0,0 days 00:01:31.586000,HARD,19.0,2.0,,
NOR,McLaren,41.0,0 days 00:01:31.521000,HARD,20.0,2.0,,
NOR,McLaren,42.0,0 days 00:01:31.456000,HARD,21.0,2.0,,
NOR,McLaren,43.0,0 days 00:01:31.573000,HARD,22.0,2.0,,
NOR,McLaren,44.0,0 days 00:01:31.408000,HARD,23.0,2.0,,
NOR,McLaren,45.0,0 days 00:01:31.524000,HARD,24.0,2.0,,
NOR,McLaren,46.0,0 days 00:01:31.383000,HARD,25.0,2.0,,
NOR,McLaren,47.0,0 days 00:01:31.364000,HARD,26.0,2.0,,
NOR,McLaren,48.0,0 days 00:01:31.402000,HARD,27.0,2.0,,
NOR,McLaren,49.0,0 days 00:01:31.461000,HARD,28.0,2.0,,
NOR,McLaren,50.0,0 days 00:01:31.153000,HARD,29.0,2.0,,
NOR,McLaren,51.0,0 days 00:01:31.116000,HARD,30.0,2.0,,
NOR,McLaren,52.0,0 days 00:01:31.446000,HARD,31.0,2.0,,
NOR,McLaren,53.0,0 days 00:01:31.423000,HARD,32.0,2.0,,
PIA,McLaren,1.0,0 days 00:01:36.482000,MEDIUM,1.0,3.0,,
PIA,McLaren,2.0,0 days 00:01:34.084000,MEDIUM,2.0,3.0,,
PIA,McLaren,3.0,0 days 00:01:34.042000,MEDIUM,3.0,3.0,,
PIA,McLaren,4.0,0 days 00:01:33.699000,MEDIUM,4.0,3.0,,
PIA,McLaren,5.0,0 days 00:01:33.967000,MEDIUM,5.0,3.0,,
PIA,McLaren,6.0,0 days 00:01:33.831000,MEDIUM,6.0,3.0,,
PIA,McLaren,7.0,0 days 00:01:33.849000,MEDIUM,7.0,3.0,,
PIA,McLaren,8.0,0 days 00:01:33.772000,MEDIUM,8.0,3.0,,
PIA,McLaren,9.0,0 days 00:01:33.590000,MEDIUM,9.0,3.0,,
