Driver,Team,LapNumber,LapTime,Compound,TyreLife,Position,PitInTime,PitOutTime
NOR,McLaren,1.0,0 days 00:01:28.861000,MEDIUM,1.0,1.0,,
NOR,McLaren,2.0,0 days 00:01:54.426000,MEDIUM,2.0,1.0,,
NOR,McLaren,3.0,0 days 00:01:53.022000,MEDIUM,3.0,1.0,,
NOR,McLaren,4.0,0 days 00:01:10.254000,MEDIUM,4.0,1.0,,
NOR,McLaren,5.0,0 days 00:01:09.858000,MEDIUM,5.0,1.0,,
NOR,McLaren,6.0,0 days 00:01:09.460000,MEDIUM,6.0,1.0,,
NOR,McLaren,7.0,0 days 00:01:09.313000,MEDIUM,7.0,1.0,,
NOR,McLaren,8.0,0 days 00:01:09.394000,MEDIUM,8.0,1.0,,
NOR,McLaren,9.0,0 days 00:01:09.488000,MEDIUM,9.0,1.0,,
NOR,McLaren,10.0,0 days 00:01:09.952000,MEDIUM,10.0,1.0,,
NOR,McLaren,11.0,0 days 00:01:10.946000,MEDIUM,11.0,1.0,,
NOR,McLaren,12.0,0 days 00:01:10.184000,MEDIUM,12.0,1.0,,
NOR,McLaren,13.0,0 days 00:01:10.046000,MEDIUM,13.0,1.0,,
NOR,McLaren,14.0,0 days 00:01:11.318000,MEDIUM,14.0,1.0,,
NOR,McLaren,15.0,0 days 00:01:11.274000,MEDIUM,15.0,1.0,,
NOR,McLaren,16.0,0 days 00:01:10.937000,MEDIUM,16.0,1.0,,
NOR,McLaren,17.0,0 days 00:01:10.841000,MEDIUM,17.0,1.0,,
NOR,McLaren,18.0,0 days 00:01:10.789000,MEDIUM,18.0,1.0,,
NOR,McLaren,19.0,0 days 00:01:11.043000,MEDIUM,19.0,1.0,,
NOR,McLaren,20.0,0 days 00:01:13.982000,MEDIUM,20.0,2.0,0 days 01:36:20.748000,
NOR,McLaren,21.0,0 days 00:01:27.815000,HARD,1.0,4.0,,0 days 01:36:42.709000
NOR,McLaren,22.0,0 days 00:01:09.921000,HARD,2.0,4.0,,
NOR,McLaren,23.0,0 days 00:01:10.012000,HARD,3.0,4.0,,
NOR,McLaren,24.0,0 days 00:01:09.829000,HARD,4.0,4.0,,
NOR,McLaren,25.0,0 days 00:01:09.645000,HARD,5.0,3.0,,
NOR,McLaren,26.0,0 days 00:01:09.620000,HARD,6.0,1.0,,
NOR,McLaren,27.0,0 days 00:01:09.522000,HARD,7.0,1.0,,
NOR,McLaren,28.0,0 days 00:01:09.528000,HARD,8.0,1.0,,
NOR,McLaren,29.0,0 days 00:01:09.494000,HARD,9.0,1.0,,
NOR,McLaren,30.0,0 days 00:01:09.641000,HARD,10.0,1.0,,
NOR,McLaren,31.0,0 days 00:01:09.546000,HARD,11.0,1.0,,
NOR,McLaren,32.0,0 days 00:01:09.546000,HARD,12.0,1.0,,
NOR,McLaren,33.0,0 days 00:01:09.602000,HARD,13.0,1.0,,
NOR,McLaren,34.0,0 days 00:01:09.561000,HARD,14.0,1.0,,
NOR,McLaren,35.0,0 days 00:01:09.377000,HARD,15.0,1.0,,
NOR,McLaren,36.0,0 days 00:01:09.309000,HARD,16.0,1.0,,
NOR,McLaren,37.0,0 days 00:01:09.779000,HARD,17.0,1.0,,
NOR,McLaren,38.0,0 days 00:01:09.723000,HARD,18.0,1.0,,
NOR,McLaren,39.0,0 days 00:01:09.955000,HARD,19.0,1.0,,
NOR,McLaren,40.0,0 days 00:01:10.682000,HARD,20.0,1.0,,
NOR,McLaren,41.0,0 days 00:01:09.899000,HARD,21.0,1.0,,
NOR,McLaren,42.0,0 days 00:01:09.808000,HARD,22.0,1.0,,
NOR,McLaren,43.0,0 days 00:01:09.638000,HARD,23.0,1.0,,
NOR,McLaren,44.0,0 days 00:01:09.641000,HARD,24.0,1.0,,
NOR,McLaren,45.0,0 days 00:01:10.044000,HARD,25.0,1.0,,
NOR,McLaren,46.0,0 days 00:01:09.677000,HARD,26.0,1.0,,
NOR,McLaren,47.0,0 days 00:01:09.970000,HARD,27.0,1.0,,
NOR,McLaren,48.0,0 days 00:01:10.073000,HARD,28.0,1.0,,
NOR,McLaren,49.0,0 days 00:01:10.072000,HARD,29.0,1.0,,
NOR,McLaren,50.0,0 days 00:01:10.221000,HARD,30.0,1.0,,
NOR,McLaren,51.0,0 days 00:01:10.292000,HARD,31.0,1.0,,
NOR,McLaren,52.0,0 days 00:01:13.952000,HARD,32.0,2.0,0 days 02:13:56.072000,
