Driver,Team,LapNumber,LapTime,Compound,TyreLife,Position,PitInTime,PitOutTime
NOR,McLaren,1.0,0 days 00:01:26.181000,INTERMEDIATE,1.0,1.0,,
NOR,McLaren,2.0,0 days 00:01:37.774000,INTERMEDIATE,2.0,13.0,0 days 01:05:14.626000,
NOR,McLaren,3.0,0 days 00:01:24.075000,MEDIUM,1.0,14.0,,0 days 01:05:38.119000
NOR,McLaren,4.0,0 days 00:01:21.170000,MEDIUM,2.0,14.0,,
NOR,McLaren,5.0,0 days 00:01:18.603000,MEDIUM,3.0,14.0,,
NOR,McLaren,6.0,0 days 00:01:19.343000,MEDIUM,4.0,14.0,,
NOR,McLaren,7.0,0 days 00:01:18.079000,MEDIUM,5.0,13.0,,
NOR,McLaren,8.0,0 days 00:01:18.027000,MEDIUM,6.0,11.0,,
NOR,McLaren,9.0,0 days 00:01:17.106000,MEDIUM,7.0,11.0,,
NOR,McLaren,10.0,0 days 00:01:17.226000,MEDIUM,8.0,11.0,,
NOR,McLaren,11.0,0 days 00:01:17.933000,MEDIUM,9.0,9.0,,
NOR,McLaren,12.0,0 days 00:01:16.868000,MEDIUM,10.0,9.0,,
NOR,McLaren,13.0,0 days 00:01:17.680000,MEDIUM,11.0,9.0,,
NOR,McLaren,14.0,0 days 00:01:16.801000,MEDIUM,12.0,9.0,,
NOR,McLaren,15.0,0 days 00:01:38.836000,MEDIUM,13.0,14.0,0 days 01:22:31.004000,
NOR,McLaren,16.0,0 days 00:01:23.114000,MEDIUM,4.0,14.0,,0 days 01:22:59.857000
NOR,McLaren,17.0,0 days 00:01:17.206000,MEDIUM,5.0,14.0,,
NOR,McLaren,18.0,0 days 00:01:18.118000,MEDIUM,6.0,13.0,,
NOR,McLaren,19.0,0 days 00:01:16.877000,MEDIUM,7.0,13.0,,
NOR,McLaren,20.0,0 days 00:01:16.598000,MEDIUM,8.0,12.0,,
NOR,McLaren,21.0,0 days 00:01:16.974000,MEDIUM,9.0,12.0,,
NOR,McLaren,22.0,0 days 00:01:17.029000,MEDIUM,10.0,12.0,,
NOR,McLaren,23.0,0 days 00:01:19.051000,MEDIUM,11.0,12.0,,
NOR,McLaren,24.0,0 days 00:01:17.212000,MEDIUM,12.0,12.0,,
NOR,McLaren,25.0,0 days 00:01:16.692000,MEDIUM,13.0,12.0,,
NOR,McLaren,26.0,0 days 00:01:16.454000,MEDIUM,14.0,12.0,,
NOR,McLaren,27.0,0 days 00:01:16.187000,MEDIUM,15.0,12.0,,
NOR,McLaren,28.0,0 days 00:01:16.169000,MEDIUM,16.0,12.0,,
NOR,McLaren,29.0,0 days 00:01:16.238000,MEDIUM,17.0,12.0,,
NOR,McLaren,30.0,0 days 00:01:42.958000,MEDIUM,18.0,9.0,,
NOR,McLaren,31.0,0 days 00:01:43.679000,MEDIUM,19.0,9.0,,
NOR,McLaren,32.0,0 days 00:01:18.818000,MEDIUM,20.0,9.0,,
NOR,McLaren,33.0,0 days 00:01:16.514000,MEDIUM,21.0,9.0,,
NOR,McLaren,34.0,0 days 00:01:16.797000,MEDIUM,22.0,9.0,,
NOR,McLaren,35.0,0 days 00:01:16.614000,MEDIUM,23.0,9.0,,
NOR,McLaren,36.0,0 days 00:01:15.845000,MEDIUM,24.0,8.0,,
NOR,McLaren,37.0,0 days 00:01:16.361000,MEDIUM,25.0,8.0,,
NOR,McLaren,38.0,0 days 00:01:16.014000,MEDIUM,26.0,8.0,,
NOR,McLaren,39.0,,MEDIUM,27.0,,,
GAS,Alpine,1.0,0 days 00:01:35.442000,MEDIUM,1.0,12.0,,
GAS,Alpine,2.0,0 days 00:01:26.222000,MEDIUM,2.0,11.0,,
GAS,Alpine,3.0,0 days 00:01:20.561000,MEDIUM,3.0,11.0,,
GAS,Alpine,4.0,0 days 00:01:20.937000,MEDIUM,4.0,11.0,,
GAS,Alpine,5.0,0 days 00:01:20.946000,MEDIUM,5.0,11.0,,
GAS,Alpine,6.0,0 days 00:01:19.779000,MEDIUM,6.0,10.0,,
GAS,Alpine,7.0,0 days 00:01:19.013000,MEDIUM,7.0,10.0,,
GAS,Alpine,8.0,0 days 00:01:18.469000,MEDIUM,8.0,10.0,,
GAS,Alpine,9.0,0 days 00:01:17.916000,MEDIUM,9.0,10.0,,
GAS,Alpine,10.0,0 days 00:01:17.790000,MEDIUM,10.0,10.0,,
GAS,Alpine,11.0,0 days 00:01:18.575000,MEDIUM,11.0,10.0,,
GAS,Alpine,12.0,0 days 00:01:19.019000,MEDIUM,12.0,10.0,,
GAS,Alpine,13.0,0 days 00:01:19.232000,MEDIUM,13.0,10.0,,
GAS,Alpine,14.0,0 days 00:01:18.013000,MEDIUM,14.0,10.0,,
GAS,Alpine,15.0,0 days 00:01:17.595000,MEDIUM,15.0,9.0,,
GAS,Alpine,16.0,0 days 00:01:17.569000,MEDIUM,16.0,9.0,,
GAS,Alpine,17.0,0 days 00:01:17.633000,MEDIUM,17.0,9.0,,
GAS,Alpine,18.0,0 days 00:01:17.456000,MEDIUM,18.0,9.0,,
GAS,Alpine,19.0,0 days 00:01:17.419000,MEDIUM,19.0,9.0,,
GAS,Alpine,20.0,0 days 00:01:17.507000,MEDIUM,20.0,9.0,,
GAS,Alpine,21.0,0 days 00:01:17.774000,MEDIUM,21.0,9.0,,
GAS,Alpine,22.0,0 days 00:01:17.432000,MEDIUM,22.0,9.0,,
GAS,Alpine,23.0,0 days 00:01:18.091000,MEDIUM,23.0,9.0,,
GAS,Alpine,24.0,0 days 00:01:17.292000,MEDIUM,24.0,9.0,,
GAS,Alpine,25.0,0 days 00:01:17.319000,MEDIUM,25.0,9.0,,
GAS,Alpine,26.0,0 days 00:01:17.098000,MEDIUM,26.0,9.0,,
GAS,Alpine,27.0,0 days 00:01:17.050000,MEDIUM,27.0,9.0,,
GAS,Alpine,28.0,0 days 00:01:16.981000,MEDIUM,28.0,9.0,,
GAS,Alpine,29.0,0 days 00:01:16.867000,MEDIUM,29.0,9.0,,
GAS,Alpine,30.0,0 days 00:01:52.733000,MEDIUM,30.0,8.0,0 days 01:42:14.245000,
GAS,Alpine,31.0,0 days 00:01:44.736000,HARD,1.0,8.0,,0 days 01:42:39.932000
GAS,Alpine,32.0,0 days 00:01:20.704000,HARD,2.0,8.0,,
GAS,Alpine,33.0,0 days 00:01:18.117000,HARD,3.0,8.0,,
GAS,Alpine,34.0,0 days 00:01:17.469000,HARD,4.0,8.0,,
GAS,Alpine,35.0,0 days 00:01:17.389000,HARD,5.0,8.0,,
GAS,Alpine,36.0,0 days 00:01:17.233000,HARD,6.0,9.0,,
GAS,Alpine,37.0,0 days 00:01:16.922000,HARD,7.0,9.0,,
GAS,Alpine,38.0,0 days 00:01:18.909000,HARD,8.0,9.0,,
GAS,Alpine,39.0,0 days 00:01:16.835000,HARD,9.0,8.0,,
GAS,Alpine,40.0,0 days 00:01:16.585000,HARD,10.0,8.0,,
GAS,Alpine,41.0,0 days 00:01:16.395000,HARD,11.0,8.0,,
GAS,Alpine,42.0,0 days 00:01:16.245000,HARD,12.0,8.0,,
GAS,Alpine,43.0,0 days 00:01:16.219000,HARD,13.0,8.0,,
GAS,Alpine,44.0,0 days 00:01:17.859000,HARD,14.0,8.0,,
GAS,Alpine,45.0,0 days 00:01:33.480000,HARD,15.0,8.0,,
GAS,Alpine,46.0,0 days 00:01:16.888000,HARD,16.0,8.0,,
GAS,Alpine,47.0,0 days 00:01:18.366000,HARD,17.0,8.0,,
GAS,Alpine,48.0,0 days 00:01:17.589000,HARD,18.0,8.0,,
GAS,Alpine,49.0,0 days 00:01:16.686000,HARD,19.0,8.0,,
GAS,Alpine,50.0,0 days 00:01:16.065000,HARD,20.0,8.0,,
GAS,Alpine,51.0,0 days 00:01:21.545000,HARD,21.0,8.0,,
GAS,Alpine,52.0,0 days 00:01:43.810000,HARD,22.0,8.0,,
GAS,Alpine,53.0,0 days 00:01:21.624000,HARD,23.0,8.0,,
GAS,Alpine,54.0,0 days 00:01:16.366000,HARD,24.0,8.0,,
GAS,Alpine,55.0,0 days 00:01:15.863000,HARD,25.0,8.0,,
GAS,Alpine,56.0,0 days 00:01:15.861000,HARD,26.0,8.0,,
GAS,Alpine,57.0,0 days 00:01:15.785000,HARD,27.0,8.0,,
GAS,Alpine,58.0,0 days 00:01:15.983000,HARD,28.0,8.0,,
GAS,Alpine,59.0,0 days 00:01:15.752000,HARD,29.0,8.0,,
GAS,Alpine,60.0,0 days 00:01:15.927000,HARD,30.0,8.0,,
GAS,Alpine,61.0,0 days 00:01:15.895000,HARD,31.0,8.0,,
GAS,Alpine,62.0,0 days 00:01:16.121000,HARD,32.0,8.0,,
GAS,Alpine,63.0,0 days 00:01:15.821000,HARD,33.0,8.0,,
GAS,Alpine,64.0,0 days 00:01:16.853000,HARD,34.0,8.0,,
GAS,Alpine,65.0,0 days 00:01:18.473000,HARD,35.0,8.0,,
GAS,Alpine,66.0,0 days 00:01:16.840000,HARD,36.0,8.0,,
GAS,Alpine,67.0,0 days 00:01:15.390000,HARD,37.0,8.0,,
PER,Cadillac,1.0,0 days 00:01:38.381000,INTERMEDIATE,1.0,17.0,,
PER,Cadillac,2.0,0 days 00:01:45.019000,INTERMEDIATE,2.0,21.0,0 days 01:05:31.792000,
PER,Cadillac,3.0,0 days 00:01:27.118000,SOFT,1.0,20.0,,0 days 01:05:57.532000
PER,Cadillac,4.0,0 days 00:01:21.608000,SOFT,2.0,20.0,,
PER,Cadillac,5.0,0 days 00:01:20.101000,SOFT,3.0,20.0,,
PER,Cadillac,6.0,0 days 00:01:19.057000,SOFT,4.0,20.0,,
PER,Cadillac,7.0,0 days 00:01:18.721000,SOFT,5.0,20.0,,
PER,Cadillac,8.0,0 days 00:01:18.712000,SOFT,6.0,20.0,,
PER,Cadillac,9.0,0 days 00:01:19.086000,SOFT,7.0,20.0,,
PER,Cadillac,10.0,0 days 00:01:18.497000,SOFT,8.0,20.0,,
PER,Cadillac,11.0,0 days 00:01:18.563000,SOFT,9.0,20.0,,
PER,Cadillac,12.0,0 days 00:01:18.687000,SOFT,10.0,18.0,,
PER,Cadillac,13.0,0 days 00:01:19.271000,SOFT,11.0,17.0,,
PER,Cadillac,14.0,0 days 00:01:19.206000,SOFT,12.0,17.0,,
PER,Cadillac,15.0,0 days 00:01:36.181000,SOFT,13.0,18.0,0 days 01:23:07.248000,
PER,Cadillac,16.0,0 days 00:01:24.198000,MEDIUM,1.0,18.0,,0 days 01:23:32.338000
PER,Cadillac,17.0,0 days 00:01:19.807000,MEDIUM,2.0,18.0,,
PER,Cadillac,18.0,0 days 00:01:19.122000,MEDIUM,3.0,18.0,,
PER,Cadillac,19.0,0 days 00:01:18.590000,MEDIUM,4.0,18.0,,
PER,Cadillac,20.0,0 days 00:01:18.568000,MEDIUM,5.0,18.0,,
PER,Cadillac,21.0,0 days 00:01:19.388000,MEDIUM,6.0,18.0,,
PER,Cadillac,22.0,0 days 00:01:17.960000,MEDIUM,7.0,18.0,,
PER,Cadillac,23.0,0 days 00:01:17.936000,MEDIUM,8.0,18.0,,
PER,Cadillac,24.0,0 days 00:01:18.212000,MEDIUM,9.0,18.0,,
PER,Cadillac,25.0,0 days 00:01:18.463000,MEDIUM,10.0,17.0,,
PER,Cadillac,26.0,0 days 00:01:18.104000,MEDIUM,11.0,17.0,,
PER,Cadillac,27.0,0 days 00:01:18.478000,MEDIUM,12.0,17.0,,
PER,Cadillac,28.0,0 days 00:01:17.987000,MEDIUM,13.0,17.0,,
PER,Cadillac,29.0,0 days 00:01:52.109000,MEDIUM,14.0,17.0,0 days 01:42:06.246000,
PER,Cadillac,30.0,0 days 00:01:48.011000,SOFT,1.0,16.0,,0 days 01:42:31.281000
PER,Cadillac,31.0,0 days 00:01:23.416000,SOFT,2.0,16.0,,
PER,Cadillac,32.0,0 days 00:01:19.248000,SOFT,3.0,16.0,,
PER,Cadillac,33.0,0 days 00:01:21.253000,SOFT,4.0,16.0,,
PER,Cadillac,34.0,0 days 00:01:18.112000,SOFT,5.0,16.0,,
PER,Cadillac,35.0,0 days 00:01:17.120000,SOFT,6.0,16.0,,
PER,Cadillac,36.0,0 days 00:01:17.398000,SOFT,7.0,16.0,,
PER,Cadillac,37.0,0 days 00:01:16.915000,SOFT,8.0,16.0,,
PER,Cadillac,38.0,0 days 00:01:17.423000,SOFT,9.0,15.0,,
PER,Cadillac,39.0,0 days 00:01:20.864000,SOFT,10.0,15.0,,
PER,Cadillac,40.0,,SOFT,11.0,14.0,0 days 01:57:22.657000,
ANT,Mercedes,1.0,0 days 00:01:27.340000,SOFT,5.0,2.0,,
ANT,Mercedes,2.0,0 days 00:01:21.447000,SOFT,6.0,1.0,,
ANT,Mercedes,3.0,0 days 00:01:18.974000,SOFT,7.0,1.0,,
ANT,Mercedes,4.0,0 days 00:01:17.974000,SOFT,8.0,1.0,,
ANT,Mercedes,5.0,0 days 00:01:17.058000,SOFT,9.0,1.0,,
ANT,Mercedes,6.0,0 days 00:01:17.710000,SOFT,10.0,2.0,,
ANT,Mercedes,7.0,0 days 00:01:16.873000,SOFT,11.0,2.0,,
ANT,Mercedes,8.0,0 days 00:01:16.047000,SOFT,12.0,2.0,,
ANT,Mercedes,9.0,0 days 00:01:15.848000,SOFT,13.0,2.0,,
ANT,Mercedes,10.0,0 days 00:01:15.740000,SOFT,14.0,2.0,,
ANT,Mercedes,11.0,0 days 00:01:15.630000,SOFT,15.0,2.0,,
ANT,Mercedes,12.0,0 days 00:01:15.916000,SOFT,16.0,2.0,,
ANT,Mercedes,13.0,0 days 00:01:17.833000,SOFT,17.0,2.0,,
ANT,Mercedes,14.0,0 days 00:01:16.126000,SOFT,18.0,2.0,,
ANT,Mercedes,15.0,0 days 00:01:15.635000,SOFT,19.0,2.0,,
ANT,Mercedes,16.0,0 days 00:01:15.411000,SOFT,20.0,2.0,,
ANT,Mercedes,17.0,0 days 00:01:16.531000,SOFT,21.0,2.0,,
ANT,Mercedes,18.0,0 days 00:01:15.715000,SOFT,22.0,2.0,,
ANT,Mercedes,19.0,0 days 00:01:15.587000,SOFT,23.0,2.0,,
ANT,Mercedes,20.0,0 days 00:01:15.559000,SOFT,24.0,2.0,,
ANT,Mercedes,21.0,0 days 00:01:15.439000,SOFT,25.0,2.0,,
ANT,Mercedes,22.0,0 days 00:01:16.182000,SOFT,26.0,1.0,,
ANT,Mercedes,23.0,0 days 00:01:15.413000,SOFT,27.0,1.0,,
ANT,Mercedes,24.0,0 days 00:01:16.465000,SOFT,28.0,1.0,,
ANT,Mercedes,25.0,0 days 00:01:18.543000,SOFT,29.0,2.0,,
ANT,Mercedes,26.0,0 days 00:01:16.480000,SOFT,30.0,2.0,,
ANT,Mercedes,27.0,0 days 00:01:15.971000,SOFT,31.0,2.0,,
ANT,Mercedes,28.0,0 days 00:01:16.427000,SOFT,32.0,2.0,,
ANT,Mercedes,29.0,0 days 00:01:15.752000,SOFT,33.0,2.0,,
ANT,Mercedes,30.0,0 days 00:01:16.361000,SOFT,34.0,1.0,,
