Driver,Team,LapNumber,LapTime,Compound,TyreLife,Position,PitInTime,PitOutTime
PIA,McLaren,1.0,0 days 00:01:38.344000,MEDIUM,1.0,1.0,,
PIA,McLaren,2.0,0 days 00:01:37.551000,MEDIUM,2.0,1.0,,
PIA,McLaren,3.0,0 days 00:01:37.689000,MEDIUM,3.0,1.0,,
PIA,McLaren,4.0,0 days 00:01:37.804000,MEDIUM,4.0,1.0,,
PIA,McLaren,5.0,0 days 00:01:38.082000,MEDIUM,5.0,1.0,,
PIA,McLaren,6.0,0 days 00:01:37.539000,MEDIUM,6.0,1.0,,
PIA,McLaren,7.0,0 days 00:01:37.898000,MEDIUM,7.0,1.0,,
PIA,McLaren,8.0,0 days 00:01:38.193000,MEDIUM,8.0,1.0,,
PIA,McLaren,9.0,0 days 00:01:38.199000,MEDIUM,9.0,1.0,,
PIA,McLaren,10.0,0 days 00:01:37.994000,MEDIUM,10.0,1.0,,
PIA,McLaren,11.0,0 days 00:01:38.124000,MEDIUM,11.0,1.0,,
PIA,McLaren,12.0,0 days 00:01:38.113000,MEDIUM,12.0,1.0,,
PIA,McLaren,13.0,0 days 00:01:37.955000,MEDIUM,13.0,1.0,,
PIA,McLaren,14.0,0 days 00:01:42.626000,MEDIUM,14.0,2.0,0 days 01:21:57.540000,
PIA,McLaren,15.0,0 days 00:01:57.530000,HARD,1.0,4.0,,0 days 01:22:21.395000
PIA,McLaren,16.0,0 days 00:01:37.407000,HARD,2.0,2.0,,
PIA,McLaren,17.0,0 days 00:01:36.891000,HARD,3.0,1.0,,
PIA,McLaren,18.0,0 days 00:01:37.171000,HARD,4.0,1.0,,
PIA,McLaren,19.0,0 days 00:01:37.211000,HARD,5.0,1.0,,
PIA,McLaren,20.0,0 days 00:01:37.408000,HARD,6.0,1.0,,
PIA,McLaren,21.0,0 days 00:01:37.985000,HARD,7.0,1.0,,
PIA,McLaren,22.0,0 days 00:01:37.738000,HARD,8.0,1.0,,
PIA,McLaren,23.0,0 days 00:01:37.232000,HARD,9.0,1.0,,
PIA,McLaren,24.0,0 days 00:01:36.970000,HARD,10.0,1.0,,
PIA,McLaren,25.0,0 days 00:01:37.185000,HARD,11.0,1.0,,
PIA,McLaren,26.0,0 days 00:01:37.186000,HARD,12.0,1.0,,
PIA,McLaren,27.0,0 days 00:01:37.112000,HARD,13.0,1.0,,
PIA,McLaren,28.0,0 days 00:01:37.001000,HARD,14.0,1.0,,
PIA,McLaren,29.0,0 days 00:01:36.533000,HARD,15.0,1.0,,
PIA,McLaren,30.0,0 days 00:01:36.810000,HARD,16.0,1.0,,
PIA,McLaren,31.0,0 days 00:01:36.662000,HARD,17.0,1.0,,
PIA,McLaren,32.0,0 days 00:01:36.698000,HARD,18.0,1.0,,
PIA,McLaren,33.0,0 days 00:01:36.449000,HARD,19.0,1.0,,
PIA,McLaren,34.0,0 days 00:01:36.804000,HARD,20.0,1.0,,
